subjectCode,courseNumber,courseTitle,creditNarrative,prereqNarrative
POLI,190R,Comparative Law and Society,5.0,Prerequisite(s): POLI 160B. Enrollment is restricted to senior politics and Latin American and Latino studies/politics combined majors.
POLI,190T,Governance and Conflict in East Asia,5.0,"Prerequisite(s): POLI 141 or POLI 161 or POLI 109, or by permission of instructor. Enrollment is restricted to senior politics majors."
POLI,190V,States in the Global South,5.0,Enrollment is restricted to juniors and seniors politics majors.
POLI,190W,Topics in Latin American Politics,5.0,Enrollment is restricted to senior politics majors.
POLI,190X,American Empire,5.0,
POLI,190Z,International Security,5.0,Enrollment is restricted to senior politics and Latin American and Latino studies/politics combined majors .
POLI,193,Field Study in Politics,5.0,
POLI,194,Group Tutorial,5.0,
POLI,194F,Group Tutorial,2.0,
POLI,195A,Senior Thesis,5.0,
POLI,195B,Senior Thesis,5.0,
POLI,195C,Senior Thesis,5.0,
POLI,198,Independent Field Study,5.0,
POLI,198F,Independent Field Study,2.0,
POLI,199,Tutorial,5.0,
POLI,199F,Tutorial,2.0,
PORT,1,First-Year Portuguese,5.0,
PORT,2,First-Year Portuguese,5.0,Prerequisite(s): PORT 1 or by placement exam.
PORT,3,First-Year Portuguese,5.0,Prerequisite(s): PORT 2 or by placement exam.
PORT,65A,Accelerated Intermediate Portuguese,5.0,Prerequisite(s): PORT 3 or by consent of instructor.
PORT,65B,Accelerated Intermediate Portuguese,5.0,"Prerequisite(s): PORT 65A, or by consent of instructor."
PORT,80,"Voices from the Portuguese-Speaking World: Portugal, Brazil and Africa",5.0,
PORT,99,Tutorial,5.0,
PORT,99F,Tutorial,2.0,
PORT,124,Brazilian Cinema,5.0,
PORT,199,Tutorial,5.0,
PORT,199F,Tutorial,2.0,
PRTR,1,Academic Literacy and Ethos: Arts of Reading,5.0,Enrollment is restricted to first-year college members.
PRTR,1A,Introduction to University Life and Learning,1.0,Enrollment is restricted to entering first-year Porter College students.
PRTR,2,Reading Films for Truth,5.0,
PRTR,26,Navigating the Research University,2.0,Enrollment is restricted to first-year Porter and Kresge College members.
PRTR,35M,The Mockumentary Film,5.0,
PRTR,37L,"Introduction to Laser Cutting, 3D Prinitng, and Vacuum Forming",2.0,
PRTR,41I,Improvisation,5.0,
PRTR,41S,Solo Performance Works in the Theater,2.0,
PRTR,41W,Playwriting Workshop,2.0,
PRTR,47K,Korean Music and Culture,2.0,
PRTR,47S,Sound Art,2.0,
PRTR,51A,The Artist's Novel,2.0,
PRTR,61,Seminar in Arts,2.0,Priority given to college members. Others by permission of instructor.
PRTR,61B,Handmade Books,2.0,Enrollment is restricted to college members or by permission of the instructor.
PRTR,61J,Jewish Personal Narratives on Film,2.0,
PRTR,61N,Personal Narratives in Theater and Film,2.0,Priority given to college members. Others by permission of instructor.
PRTR,61O,Documenting Oral History,5.0,
PRTR,63W,Ways of Knowing,5.0,Enrollment is restricted to college members.
PRTR,71A,Awakening Compassion: Transforming Our Relationship to Self and the World,2.0,
PRTR,90B,Art and Politics After Google,5.0,Enrollment is restricted to participants in the first-year scholars program.
PRTR,93,Field Study,5.0,
PRTR,95A,Arts Education in the Community,5.0,
PRTR,99,Tutorial,5.0,
PRTR,99F,Tutorial,2.0,
PRTR,131C,Curatorial Practice,2.0,
PRTR,131P,"What is Photography? History, Politics, and Critique of Photographic Representation",5.0,
PRTR,141L,Long Form Improvisation,5.0,PRTR 41I or equivalent college-level experience or coursework.
PRTR,141W,Improvisation Workshop,5.0,
PRTR,147O,Opera Workshop/Music Practicum,2.0,
PRTR,147P,Advanced Music Practicum,2.0,
PRTR,151,The Deep Read: Special Topics,5.0,
PRTR,151F,Writing the Future: Science Fiction,5.0,
PRTR,151P,"Building the Poem: Process, Form, and the Embodied Text",5.0,
PRTR,161B,Handmade Books,5.0,
PRTR,175A,Imagination,5.0,
PRTR,192,Directed Student Teaching,5.0,
PRTR,193,Field Study,5.0,
PRTR,194,Group Tutorial,5.0,
PRTR,198,Ind Field Study,5.0,
PRTR,199,Tutorial,5.0,
PRTR,199F,Tutorial,2.0,
PSYC,1,Introduction to Psychology,5.0,
PSYC,2,Introduction to Psychological Statistics,5.0,Prerequisite(s): PSYC 1 or PSYC 20; and AM 3 or AM 6 or MATH 3 or MATH 4 or MATH 11A or satisfactory placement score on math placement exam or CEEB Advanced Placement Calculus AB exam.
PSYC,10,Introduction to Developmental Psychology,5.0,"Prerequisite(s): PSYC 1; and AM 3, or AM 6, or MATH 3 or a higher level Mathematics course (MATH 4, MATH 11A, or MATH 19A), or mathematics placement (MP) score of 300 or higher, or AP Calculus AB exam score of 3 or higher; and PSYC 2 or STAT 5 or STAT 7 and STAT 7L."
PSYC,20,Cognition: Fundamental Theories,5.0,
PSYC,40,Introduction to Social Psychology,5.0,
PSYC,60,Introduction to Personality Psychology,5.0,"""PSYC 1"""
PSYC,100,Research Methods in Psychology,7.0,"Prerequisite(s): Entry Level Writing and Composition requirements; AM 3 or AM 6, or MATH 3 or higher level Mathematics course (MATH 4, MATH 11A, or AM 11A/ECON 11A), or mathematics placement (MP) score of 300 or higher, or AP Calculus AB exam score of 3 or higher; and PSYC 2, or STAT 5, or STAT 7 and STAT 7L."
PSYC,101,Topics in Developmental Psychology,5.0,
PSYC,102,Adolescent Development: Adolescence into Young Adulthood,5.0,"[""AND"", ""PSYC 10"", ""PSYC 100""]"
PSYC,103,Adult Development and Aging,5.0,"[""AND"", ""PSYC 10"", ""PSYC 100""]"
PSYC,104,Development in Infancy,5.0,Prerequisite(s): PSYC 10 and PSYC 100.  Enrollment is restricted to psychology and cognitive science majors.
PSYC,105,Children's Thinking,5.0,Prerequisite(s): PSYC 10 and PSYC 100.  Enrollment is restricted to psychology and cognitive science majors and minors.
PSYC,106,Social and Emotional Development,5.0,"[""AND"", ""PSYC 10"", ""PSYC 100""]"
PSYC,107,Gender and Development,5.0,Prerequisite(s): PSYC 10 and PSYC 100. Enrollment is restricted to psychology majors.
PSYC,108,Educational Psychology,5.0,"[""AND"", ""PSYC 10"", ""PSYC 100""]"
PSYC,109,Stress and Well-Being throughout Development,5.0,Prerequisite(s): PSYC 10 and 100.
PSYC,111,The origins of social biases,5.0,"[""AND"", [""AND"", ""PSYC 1"", ""PSYC 10""], ""PSYC 100""]"
PSYC,112,Moral Development,5.0,"[""AND"", ""PSYC 10"", ""PSYC 100""]"
PSYC,114,Human Development as a Cultural Process,5.0,"[""AND"", ""PSYC 10"", ""PSYC 100""]"
PSYC,115,Lifespan Developmental Psychopathology,5.0,"[""AND"", ""PSYC 10"", ""PSYC 100""]"
PSYC,116,"Communication Technologies, Culture, and Human Development",5.0,"[""AND"", ""PSYC 10"", ""PSYC 100""]"
PSYC,118A,Children and War,5.0,"[""AND"", ""PSYC 10"", ""PSYC 100""]"
PSYC,118B,Children in Extreme Circumstances,5.0,"[""AND"", ""PSYC 10"", ""PSYC 100""]"
PSYC,118C,Theory of Mind,5.0,Prerequisite(s): PSYC 10 and PSYC 100. Enrollment is restricted to psychology majors.
PSYC,119A,Development as a Sociocultural Process,5.0,"Prerequisite(s): satisfaction of Entry Level Writing, Composition requirements; PSYC 100, or ANTH 1 or ANTH 2, or  EDUC 92A, or EDUC 92B, or EDUC 92C, or LALS 1, or SOCY 1.  Enrollment is restricted to seniors or by permission."
PSYC,119D,Cultural Perspectives on Adolescent Development,5.0,Prerequisite(s): PSYC 10 and  PSYC 100 and satisfaction of the Entry Level Writing and Composition requirements.  Enrollment is restricted to senior psychology majors or permission of instructor.
PSYC,119E,The World of Babies,5.0,Prerequisite(s): satisfaction of Entry Level Writing and Composition requirements and PSYC 100.  Enrollment is restricted to senior psychology and cognitive science majors.
PSYC,119F,Language Development,5.0,"Prerequisite(s): satisfaction of Entry Level Writing and Composition requirements, PSYC 10 and PSYC 100.  Enrollment is restricted to senior psychology  and cognitive science majors."
PSYC,119H,"Children, Research, and Policy",5.0,Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements and PSYC 100. Enrollment is restricted to senior psychology majors.
PSYC,119I,Special Topics in Narrative Development,5.0,Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements; and PSYC 100;  Enrollment is restricted to senior psychology majors. PSYC 60 recommended.
PSYC,119K,Emotional Development,5.0,Prerequisite(s): PSYC 10 and PSYC 100 and satisfaction of the Entry Level Writing and Composition requirements. Enrollment is restricted to senior psychology majors.
PSYC,119L,The Development and Psychology of Cheating and Dishonesty,5.0,Prerequisite(s): PSYC 10 and PSYC 100; satisfaction of the Entry Level Writing and Composition requirements. Enrollment is restricted to senior psychology majors.
PSYC,119M,Identity Development in Social and Cultural Contexts,5.0,Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements and PSYC 100; PSYC 102 strongly recommended. Enrollment is restricted to senior psychology majors or by permission of instructor.
PSYC,119P,Children and Technology,5.0,"Prerequisite(s): PSYC 1, PSYC 10 and PSYC 100; and satisfaction of Entry Level Writing and Composition requirements. Enrollment is restricted to senior psychology and cognitive science majors."
PSYC,119Q,Perspectives on Autism,5.0,"Prerequisite(s): PSYC 10, PSYC 100, and satisfaction of the Entry Level Writing and Composition requirements. Enrollment is restricted to senior psychology majors."
PSYC,119R,How to Combat Social Bias in Children,5.0,Prerequisite(s): PSYC 10 and PSYC 100 and satisfaction of the Entry Level Writing and Composition requirements. Enrollment is restricted to senior psychology majors.
PSYC,119S,The Developmental Psychology of Love,5.0,Prerequisite(s): PSYC 100; satisfaction of entry-level writing and composition requirements. Enrollment is restricted to senior psychology majors.
PSYC,119T,Media Contexts of Adolescent and Young Adult Development,5.0,"Prerequisite(s):  satisfaction of the Entry Level Writing and Composition requirements, PSYC 10 and PSYC 100. PSYC 102 is recommended. Enrollment is restricted to senior psychology majors."
PSYC,120,Visual and Spatial Cognition,5.0,Prerequisite(s): PSYC 100. Enrollment is restricted to cognitive science and psychology majors.
PSYC,120D,Deafness and Sign Language,5.0,"Prerequisite(s): PSYC 1 or PSYC 20 or PSYC 20A, and PSYC 100.  Enrollment is restricted to psychology and cognitive science majors and minors."
PSYC,121,Perception,5.0,Prerequisite(s): PSYC 100; and PSYC 20. Enrollment is restricted to psychology and cognitive science majors and minors.
PSYC,122,The Science of Learning,5.0,"[""OR"", ""PSYC 20"", [""AND"", ""PSYC 122"", ""PSYC 100""]]"
PSYC,123,Cognitive Neuroscience,5.0,Prerequisite(s): PSYC 100.  Enrollment is restricted to psychology and cognitive science majors and minors.
PSYC,124,Psychology of Reading,5.0,Prerequisite(s): PSYC 100.  Enrollment is restricted to psychology and cognitive science majors and minors.
PSYC,125,The Psychology of Language,5.0,Prerequisite(s): PSYC 100. Enrollment is restricted to psychology and cognitive science majors and minors.
PSYC,126,Conversations,5.0,Prerequisite(s): PSYC 100. Enrollment is restricted to psychology and cognitive science majors.
PSYC,129,Human Learning and Memory,5.0,Prerequisite(s): PSYC 100.  Enrollment is restricted to psychology and cognitive science majors and minors.
PSYC,130,"Deception, Brain, and Behavior",5.0,Prerequisite(s): PSYC 100; and PSYC 20 or any upper-division cognitive course.  Enrollment is restricted to psychology and cognitive science majors and minors.
PSYC,130D,Evolutionary Psychology,5.0,"""PSYC 100"""
PSYC,133,Bilingualism from a Cognitive Perspective,5.0,"""PSYC 100"""
PSYC,138,Computer Programming for the Cognitive Sciences,5.0,"Prerequisite(s): PSYC 1 or PSYC 20, and PSYC 100. Enrollment is restricted to psychology and cognitive science majors."
PSYC,138M,Introduction to Matlab Programming for the Cognitive Sciences,5.0,Prerequisite(s): PSYC 20 and PSYC 100. Enrollment is restricted to psychology and cognitive science majors.
PSYC,139B,Consciousness,5.0,"Prerequisite(s): Entry Level Writing and Composition requirements and PSYC 100.  Enrollment is restricted to senior psychology, philosophy, anthropology, linguistics, and cognitive science majors."
PSYC,139C,The Cognitive Neuroscience of Consciousness,5.0,"Prerequisite(s): PSYC 20, PSYC 100, and satisfaction of the Entry Level Writing and Composition requirements. Enrollment is restricted to senior psychology and cognitive science majors."
PSYC,139D,Modeling Human Performance,5.0,"Prerequisite(s): Entry Level Writing and Composition requirements; PSYC 100, and at least one of the following: PSYC 121, PSYC 123,  PSYC 128, PSYC 129, PSYC 132, PSYC 138; or CSE 5J, CSE 11, CSE 14, CSE 103, CSE 140."
PSYC,139G,Eye-tracking: A Window into Cognition,5.0,"Prerequisite(s): PSYC 20, PSYC 100, and satisfaction of the Entry Level Writing and Composition requirements. Enrollment is restricted to senior psychology and cognitive science majors."
PSYC,139H,Weird Science,5.0,Prerequisite(s): satisfaction of Entry Level Writing and Composition requirements and PSYC 100. Enrollment is restricted to senior psychology and cognitive science majors.
PSYC,139J,Forgetting,5.0,Prerequisite(s): satisfaction of Entry Level Writing and Composition requirements and PSYC 100. Enrollment is restricted to senior psychology and cognitive science majors.
PSYC,139K,Face Recognition,5.0,"Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements; and PSYC 1 or PSYC 20; and PSYC 100. Enrollment is restricted to senior cognitive science, neuroscience, and psychology majors."
PSYC,139L,Illusions,5.0,"Prerequisite(s): PSYC 100, and satisfaction of the Entry Level Writing and Composition requirements. Enrollment is restricted to senior psychology and cognitive science majors."
PSYC,139N,Diversity in Cognitive Psychology,5.0,"Prerequisite(s): PSYC 1 and PSYC 100, and PSYC 20 or PSYC 105; and satisfaction of the Entry Level Writing and Composition requirements.  Enrollment is restricted to senior cognitive science or psychology majors."
PSYC,139P,Natural and Artificial Intelligence,5.0,"Prerequisite(s): Entry Level Writing and Composition requirements, and PSYC 20, and PSYC 100, and either PSYC 121 or PSYC 123. Enrollment is restricted to senior psychology and cognitive science majors."
PSYC,139Q,Analogy and Transfer,5.0,Prerequisite(s): PSYC 100 and satisfaction of the Entry Level Writing and Composition requirements. Enrollment is restricted to senior psychology and cognitive science majors.
PSYC,139R,Social Frames of Memory,5.0,Prerequisite(s): PSYC 100 and satisfaction of the Entry Level Writing and Composition requirements. PSYC 129 recommended. Enrollment is restricted to senior psychology and cognitive science majors.
PSYC,139S,Brain Waves and Cognition,5.0,
PSYC,139T,"Memory, Metacognition, and Education",5.0,Prerequisite(s): PSYC 100 and satisfaction of the Entry Level Writing and Composition requirements. Enrollment is restricted to senior psychology and cognitive science majors.
PSYC,140B,African American Psychology,5.0,"""PSYC 100"""
PSYC,140F,"Mind, Society, and Culture",5.0,"""PSYC 100"""
PSYC,140G,Women's Lives in Context,5.0,"Prerequisite(s): PSYC 100, or SOCY 3A.  Enrollment is restricted to junior and senior psychology and sociology majors."
PSYC,140H,Sexual Identity and Society,5.0,"""PSYC 100"""
PSYC,140L,Women's Bodies and Psychological Well-Being,5.0,"Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements; and PSYC 100, or SOCY 3A, or FMST 100.  Enrollment restricted to junior and senior psychology, sociology, feminist studies, and community studies majors."
PSYC,140M,"Legitimizing (In)Equality: Attitudes, Beliefs, and Social Policy",5.0,"Prerequisite(s): PSYC 100.  Enrollment is restricted psychology, community studies, legal studies, politics, and sociology students."
PSYC,140Q,Social Psychology of Gender,5.0,"""PSYC 100"""
PSYC,140T,Psychology of Trauma,5.0,Prerequisite(s): PSYC 100 or permission of instructor.
PSYC,141,Privacy and Surveillance,5.0,"Prerequisite(s): PSYC 100, or by permission of the instructor."
PSYC,142,Psychology of Oppression and Liberation,5.0,"Prerequisite(s): PSYC 100 or feminist studies, sociology, community studies, or politics majors"
PSYC,144,Latinx Psychology,5.0,"""PSYC 100"""
PSYC,145,Social Influence,5.0,"""PSYC 100"""
PSYC,145D,Social Psychology of Autocracy and Democracy,5.0,"""PSYC 100"""
PSYC,146,The Social Context,5.0,"""PSYC 100"""
PSYC,147A,Psychology and Law,5.0,"Prerequisite(s): PSYC 100; and PSYC 40 is highly recommended prior to taking this course. Enrollment is restricted to psychology, pre-psychology, and legal studies majors."
PSYC,147B,Psychology and Law,5.0,"""PSYC 147A"""
PSYC,148,"Stereotyping, Prejudice, and Racism",5.0,"""PSYC 100"""
PSYC,149,Community Psychology: Transforming Communities,5.0,Prerequisite(s): PSYC 100. Enrollment is restricted to juniors and seniors.
PSYC,153,The Psychology of Poverty and Social Class,5.0,"Prerequisite(s): PSYC 100, or anthropology, community studies, economics, legal studies, politics, sociology, or feminist studies majors."
PSYC,155,Social-Community Psychology in Practice,5.0,
PSYC,159A,Sexual Identity,5.0,"Prerequisite(s): PSYC 100, and satisfaction of the Entry Level Writing and Composition requirements.  Enrollment is restricted to senior psychology majors."
PSYC,159C,Disability Justice and Psychology,5.0,Prerequisite(s): Entry Level Writing and Composition requirements; and PSYC 100. Enrollment is restricted to senior psychology majors.
PSYC,159D,Psychology of Sexual Aggression,5.0,Prerequisite(s): Entry Level Writing and Composition requirements; and PSYC 100.  Enrollment is restricted to senior psychology or feminist studies majors or permission of instructor.
PSYC,159E,Peace Psychology,5.0,Prerequisite(s): Entry Level Writing and Composition requirements; and PSYC 100. Enrollment is restricted to senior psychology majors.
PSYC,159H,Community-Based Interventions,5.0,Prerequisite(s): satisfaction of Entry Level Writing and Composition requirements and PSYC 100. Enrollment is restricted to senior psychology majors.
PSYC,159I,Psychology of Immigration,5.0,Prerequisite(s): PSYC 100 and satisfaction of the Entry Level Writing and Composition requirements. Enrollment is restricted to senior psychology majors.
PSYC,159J,Social Psychology of Social Justice,5.0,Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements. Enrollment is restricted to senior psychology majors.
PSYC,159N,Psychology of Mentoring,5.0,Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements and PSYC 100.  Enrollment is restricted to senior psychology majors.
